R01,I0,c12,Rf,dur_int,R02
9.66781440583006,2,0.120679343073034,0.465711945779727,8.27889481716224,3.21153251256214
9.20284716413778,6,0.183677497537719,0.297289867880359,9.73757031458297,0.698461019927324
8.46710122275101,3,0.127123876538728,0.385981597156854,8.89019902700321,2.37599997157548
6.80209682102065,6,0.0804094978530552,0.410526013421044,9.46469642911062,3.08448666656881
10.621068838904,2,0.19327102663202,0.281536036460284,9.00111100986217,0.982898529709721
6.92098763492414,6,0.0592624726587636,0.483291152675084,8.77536875322144,4.37097625190814
7.76079255224091,6,0.106197228990819,0.42676159498826,8.82155657157083,2.45028654875978
7.88956216109387,4,0.10940098808756,0.311517468909479,8.68814114683193,2.66665248658461
8.35668616757971,6,0.169175792093304,0.353605113134877,9.73978675210198,1.00637829203594
10.4187180540101,4,0.213317315937567,0.288020152176266,8.95535177136025,0.539759749916063
8.62810193364691,2,0.0929835191869489,0.453792588268876,8.50605714502241,3.57876699125534
7.38240897938426,3,0.0702618679036633,0.330066314425077,8.54780488687039,4.03829520314378
9.87967788801365,3,0.170069621637462,0.246061238891724,8.48282866659614,1.80596244025675
9.26362588111032,2,0.0891976806349462,0.524354873797175,7.38702326501799,4.16216165953581
8.5850575868684,2,0.154221445802479,0.183441608329493,9.65674215554391,1.77976603299172
6.56187851836288,8,0.0804400936922331,0.260999750282636,9.85217980045658,3.10431258886352
8.53526944452836,3,0.160559542853291,0.269148367252475,9.85381003193743,1.62139889215649
9.91241794281058,5,0.189408813527274,0.318783373414928,8.62487203496397,0.795408910782479
9.46889353675146,2,0.125236154917357,0.39352447337964,8.2306911436416,2.5386567917959
7.95968243059263,2,0.0978484140290815,0.385483449703823,8.34862031169627,3.04063454465926
10.5466196057635,2,0.165765820636267,0.278671701932327,9.06258505757119,1.81038583930119
7.16057809864168,6,0.0813865924387183,0.478024307793669,8.5567267545455,3.4754006063709
6.0898505305608,10,0.0791236162285846,0.279225793120334,10.6171369328215,2.83608741575488
7.46026315641438,7,0.146397787608392,0.320538651329245,10.1946428705223,1.385181648535
8.9774072320341,4,0.155903526726338,0.445967956499948,8.73437207671649,1.26692960947461
10.0871130542035,3,0.203047087795939,0.162305906407195,9.30231120623854,0.674937582955631
6.56908922414808,6,0.062180107958166,0.486341173372335,9.18388152900983,4.21508698514218
6.94061621542406,11,0.104672326534414,0.270370882699083,9.79948402894027,2.54771654699812
7.72720312058759,6,0.10973013680649,0.273823702528793,8.89092822401185,2.77782688806232
10.3289418470839,3,0.152379628312701,0.251968351406607,9.09946515166536,1.94138226707701
11.6629863681067,3,0.201279949601947,0.203022770869796,8.80543234646274,1.36688509348817
6.48600749017785,7,0.0785602744217503,0.481859501082329,9.34897239278627,3.13543652718589
11.1557788203606,2,0.176845083133472,0.33877909260227,7.57761519326258,1.5373624989113
7.28680297715009,9,0.118420025950416,0.347861238816991,9.41863553753634,2.20151119583382
9.75008807912077,8,0.222756729344841,0.204612196703005,9.43759828739703,0.386104707774927
7.87093758353654,3,0.120622136960096,0.411519604858557,8.72894899394073,2.13850610018882
10.2785122388332,3,0.20668055341232,0.218515315975634,9.69408010636274,0.686328023918321
7.26700573295264,5,0.126270845996638,0.283299391819604,9.2018056576561,2.17558315511871
11.5767432680033,2,0.184590868254741,0.345385288590851,7.92412703073563,1.46136941531788
9.69909332029857,3,0.168466339253148,0.429788528341245,7.92445524292734,1.30403490862888
8.76271204433352,2,0.12370331284559,0.33271947635544,9.04881753064463,2.53169437311306
6.64498189893916,5,0.0708030262616451,0.553884784874556,8.1382822853686,3.72941074059909
